id,number,acceptdate,sum,descriptionRu,customer_name,provider_name,customer_bin,provider_bin
1694,2-2016,20.01.2016 09:45,41071,услуг по вывозу  твердых бытовых отходов,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ СТАТИСТИКИ ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ КОМИТЕТА ПО СТАТИСТИКЕ МИНИСТЕРСТВА НАЦИОНАЛЬНОЙ ЭКОНОМИКИ РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬСЕИТ СЕРВИС""",981040001012,120240018955
1695,6,21.01.2016 18:10,192857,"Оплата за абонентное обслуживание База данных ""Закон""","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АТЫРАУСКОГО ОБЛАСТНОГО МАСЛИХАТА""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",050440005668,990540004034
1696,2,28.03.2016 18:35,172857,"Государственные закупки Токена ""Сертифицированные защищенные носители ключевой информации с уровнем безопасности 2""","РГУ ""ДЕПАРТАМЕНТ ГОСУДАРСТВЕННЫХ ДОХОДОВ ПО ГОРОДУ НУР-СУЛТАНУ КОМИТЕТА ГОСУДАРСТВЕННЫХ ДОХОДОВ МИНИСТЕРСТВА ФИНАНСОВ РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВОЙ ПОТОК-ИННОВАЦИИ""",141040030110,110340010416
1698,5,19.01.2016 18:05,211250,Приобретение бумаги формата А4 (в пачках по 500 листов),"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ЖАЛАГАШСКОГО РАЙОНА"" АКИМАТА ЖАЛАГАШСКОГО РАЙОНА","ИП ""Асылназ""",940740001246,840913300157
1699,6-И,,2037679,Услуги по холодному водоснабжению,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ИМУЩЕСТВА И ПРИВАТИЗАЦИИ ГОРОДА НУР-СУЛТАНА КОМИТЕТА ГОСУДАРСТВЕННОГО ИМУЩЕСТВА И ПРИВАТИЗАЦИИ МИНИСТЕРСТВА ФИНАНСОВ РЕСПУБЛИКИ КАЗАХСТАН""","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АСТАНА СУ АРНАСЫ"" АКИМАТА ГОРОДА НУР-СУЛТАН",120340010824,000940002622
1700,4/16,18.01.2016 12:35,211200,Индикатор стерильности,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЦЕНТР СТЕРИЛИЗАЦИИ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ГОРОДА ШЫМКЕНТ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""STERIMED"" (СТЕРИМЕД)",091240000471,110240011202
1701,1,18.01.2016 19:37,212000,А4 форматты қағаз,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГОРОДА СТЕПНОГОРСКА""",ИП  Каткова Елена Альбертовна,000340004270,761101400154
1702,4,20.01.2016 09:49,69643,"Сервисное обслуживание системы теплового учета, включая ежемесячное снятие показаний ","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ЛИЦЕЙ № 28"" АКИМАТА ГОРОДА НУР-СУЛТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР ТЕПЛО СИСТЕМ ТС""",690840000010,131240007835
1703,02-19/01,19.01.2016 17:27,5500000,сумен жабдықтау және су бұру,РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ «НАЦИОНАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР РЕСПУБЛИКИ КАЗАХСТАН» МИНИСТЕРСТВА ЭНЕРГЕТИКИ РЕСПУБЛИКИ КАЗАХСТАН,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КУРЧАТОВ ВОДОКАНАЛ""",990240001722,140840018306
1704,3/16,15.02.2016 10:17,850000,Холодная вода ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ""АЛАУ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ГОРОДА АЛМАТЫ","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""БАСТАУ"" УПРАВЛЕНИЯ ЭНЕРГЕТИКИ И КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА АЛМАТЫ",990240002886,081040018831
1705,3,20.01.2016 09:27,187500,"Приобретение услуги по приему, временному хранению, переработке твердо- бытовых отходов и эмиссии в окружающую среду по размещению отходов от населения 6-52

","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА ГОРОДА ЛИСАКОВСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЛЕМ.KZ""",060140004323,130440006742
1706,8,25.01.2016 15:30,30000,обслуживание и заправка картриджей,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""КОММУНХОЗ"" КОММУНАЛЬНОГО ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА ГОРОДА ПЕТРОПАВЛОВСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИФ-СЕВЕР""",030640003922,130640011290
1707,7-И,,68000,Обязательное страхование гражданско-правовой ответственности владельцев автотранспортных средств,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ИМУЩЕСТВА И ПРИВАТИЗАЦИИ ГОРОДА НУР-СУЛТАНА КОМИТЕТА ГОСУДАРСТВЕННОГО ИМУЩЕСТВА И ПРИВАТИЗАЦИИ МИНИСТЕРСТВА ФИНАНСОВ РЕСПУБЛИКИ КАЗАХСТАН""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВАЯ КОМПАНИЯ ""JÝSAN GARANT""",120340010824,080740012607
1708,25,26.01.2016 15:12,613263,"Теплоснабжения зданиия Управления юстиции Качирского районе
","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ЮСТИЦИИ ПАВЛОДАРСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ӨРКЕНДЕУ"" АКИМАТА КАЧИРСКОГО РАЙОНА""",961040000526,080640012544
1709,8,01.02.2016 09:29,856000,"Услуги по развитию и сопровождению по ""Бюджет-KZ""
","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ЮСТИЦИИ ПАВЛОДАРСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SEMEY-SOFT""",961040000526,141240026576
1711,2,25.01.2016 19:10,171000,"Обслуживание программного продукта ""1С:Предприятие Бухгалтерский учет для государственных учреждений Казахстана"" ","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА №115 ОТДЕЛА ОБРАЗОВАНИЯ АКИМАТА ГОРОДА КОСТАНАЯ""",ИП ТАРНОВСКАЯ ЮЛИЯ НИКОЛАЕВНА,970140003662,851103450369
1712,4,19.01.2016 17:58,48214,Плановое техническое обслуживание лазерных принтера А4,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ И ГРАДОСТРОИТЕЛЬСТВА АКИМАТА ГОРОДА АРКАЛЫКА""","ИП ""ПОСПЕЛОВ В.В.""",100140005906,761001350616
1713,7,22.01.2016 12:12,126284,"Услуги по обеспечению охраны жизни, здоровья учеников и общественного порядка ","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ЛИЦЕЙ № 28"" АКИМАТА ГОРОДА НУР-СУЛТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОХРАННОЕ АГЕНТСТВО ""ЖАҢА ЖОЛ""",690840000010,071140012418
1714,13,18.01.2016 16:53,128400,Услуги по обслуживанию сайта,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ГИМНАЗИЯ № 10"" АКИМАТА ГОРОДА НУР-СУЛТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""BENCHMARK CONSULTING""",720840000018,051040004350
1717,1,20.01.2016 10:38,384250,азық-түлік сатып алу  (алма),"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ТАЛДЫКОРГАНСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ ЛИЦЕЙ-ИНТЕРНАТ ""БІЛІМ-ИННОВАЦИЯ"" ДЛЯ ОДАРЕННЫХ ДЕТЕЙ"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АЛМАТИНСКОЙ ОБЛАСТИ""",ИП Талдыбаева Гульжахан Карсыбаевна,021140003707,651020400357
1718,37,29.01.2016 18:32,5712,"Ручка шариковая, синяя","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ ГОРОДА ПАВЛОДАРА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛЕНОВЫЙ ЛИСТ""",041240000819,071140014622
1719,517 РГ/ 19 - ЖМБ,,2008929,Газ үшін төлем,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОБЛАСТНАЯ СПЕЦИАЛИЗИРОВАННАЯ ШКОЛА-ИНТЕРНАТ ДЛЯ ОДАРЕННЫХ В СПОРТЕ ДЕТЕЙ УПРАВЛЕНИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗТРАНСГАЗ АЙМАК""",040240003375,020440001144
1720,9,01.02.2016 18:03,210000,На оказание услуг по вывозу ТБО,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЯСЛИ-САД №62"" УПРАВЛЕНИЯ ОБРАЗОВАНИЯ ГОРОДА АЛМАТЫ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""АЛСАТ""",990440002371,030140008043
1721,ГЗ 03-07-011,27.01.2016 17:40,176000,Дозиметрический контроль персонала (дозиметры индивидуальные),"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН","НЕКОММЕРЧЕСКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕДИЦИНСКИЙ УНИВЕРСИТЕТ АСТАНА""",010340000844,080940008218
1722,2,20.01.2016 17:36,159821,Принтер картридждерін толтыру қызметі.,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ПОЖАРОТУШЕНИЯ И АВАРИЙНО-СПАСАТЕЛЬНЫХ РАБОТ ДЕПАРТАМЕНТА ПО ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ЖАМБЫЛСКОЙ ОБЛАСТИ (ГОРОД ТАРАЗ) КОМИТЕТА ПО ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРГТЕХ""",081040000889,920740000036
1723,5,21.01.2016 09:23,56000,үлкен бөтелкелердегі ішетін су ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКИЙ ВЫСШИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОВОЗ""",990240003411,091240014322
1724,2,27.01.2016 21:39,176965,"Услуги по замеру сопротивления изоляции оборудования, питающихкабельных линий 10 кВт, 04 кВ ТП-900","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ҚОҒАМДЫҚ КЕЛІСІМ"" АППАРАТА АКИМА ПАВЛОДАРСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАУЗА""",080740005377,940340000560
1725,2,25.01.2016 17:12,187500,доступ к сети интернет,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГАЛКИНСКОГО СЕЛЬСКОГО ОКРУГА ЩЕРБАКТИНСКОГО РАЙОНА""","ТОО ""ЗЕБРА ТЕЛЕКОМ""",980440002954,050440012343
1726,4,01.02.2016 19:15,19813393,"Услуги по пересылке корреспонденции, промаркированной через франкировальную машину","РГУ ""ДЕПАРТАМЕНТ ГОСУДАРСТВЕННЫХ ДОХОДОВ ПО ГОРОДУ НУР-СУЛТАНУ КОМИТЕТА ГОСУДАРСТВЕННЫХ ДОХОДОВ МИНИСТЕРСТВА ФИНАНСОВ РЕСПУБЛИКИ КАЗАХСТАН""","АСТАНИНСКИЙ ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗПОЧТА"" ""АСТАНИНСКИЙ ПОЧТАМТ""",141040030110,991141000273
1728,5,20.01.2016 11:20,53500,Промывка и опрессовка системы отопления,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №10 ""ВОЛШЕБНЫЙ ЗАМОК"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖАРЫҚ ҚАЛА""",100240016451,070540006970
1731,1,18.01.2016 18:19,187500,ММ-ге арналған 1С Кәсіпорын 8 бағдарламасын сүйемелдеу қызметі,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛИЗОВАННАЯ БИБЛИОТЕЧНАЯ СИСТЕМА ТАЛАССКОГО РАЙОНА ОТДЕЛА КУЛЬТУРЫ И РАЗВИТИЯ ЯЗЫКОВ АКИМАТА ТАЛАССКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АС-ГАРД""",040840003892,140140003967
1733,4,22.01.2016 12:24,96429,"Абонентное обслуживание базы данных ""Закон""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЭКОНОМИКИ И ФИНАНСОВ АКИМАТА ТЮЛЬКУБАССКОГО РАЙОНА""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",100240000205,990540004034
1734,10,25.01.2016 13:39,476000,Финансовые услуги,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЗАТОБОЛЬСКАЯ МЕЖРАЙОННАЯ ПРОТИВОТУБЕРКУЛЕЗНАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАРОДНЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК КАЗАХСТАНА""",090140008778,940140000385
1735,1,20.01.2016 12:38,52500,Ремонт и обслуживание принтеров,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕННОГО АРХИТЕКТУРЫ И ГРАДОСТРОИТЕЛЬСТВА ТУРКЕСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""COPIRING""",060240007153,120340000242
1737,1423,29.01.2016 14:59,2201429,Вода,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНАЯ ОФТАЛЬМОЛОГИЧЕСКАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ЮЖНО-КАЗАХСТАНСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДНЫЕ РЕСУРСЫ-МАРКЕТИНГ""",990640003337,980440001768
1738,№269,27.01.2016 15:53,18000,"Дезинфекция, дератизация қызметі","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""УЧЕБНОЕ ПРЕДПРИЯТИЕ ТРУДОВОГО ОБУЧЕНИЯ И ТЕХНИЧЕСКОГО ТВОРЧЕСТВА"" ПРИ ОТДЕЛЕ ОБРАЗОВАНИЯ ГОРОДА КОКШЕТАУ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЗИНФЕКЦИЯ - КОКШЕТАУ""",000340002908,010840002988
1740,2,02.02.2016 09:34,190500,Услуга по охране пультом централизованного наблюдения,"ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО КАЗЕННОГО ПРЕДПРИЯТИЯ ""ЦЕНТР СУДЕБНЫХ ЭКСПЕРТИЗ МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" ИНСТИТУТ СУДЕБНЫХ ЭКСПЕРТИЗ ПО АКМОЛИНСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМПАНИЯ АКВИЛОН""",011041003866,021240000032
1741,3,28.01.2016 17:33,76357,"Экспертное обследование электрических установок с выдачей заключения г.Кокшетау ул Валиханова,200, ул. Сатпаева 85.

Аттестация ответственных лиц за электрическое хозяйство Кокшетауского филиала РГКП ЦСМ МЗ РК, в количестве 2 человек
","ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО КАЗЕННОГО ПРЕДПРИЯТИЯ ""ЦЕНТР СУДЕБНЫХ ЭКСПЕРТИЗ МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" ИНСТИТУТ СУДЕБНЫХ ЭКСПЕРТИЗ ПО АКМОЛИНСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛ-НУР-СЕРВИС""",011041003866,080840011078
1742,1-2427489013,27.01.2016 14:12,432228,Жалға беру арнасын (немесе оның бөлігінің арна) кәбілдік кәріз,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПОЛИЦИИ ГОРОДА РУДНОГО ДЕПАРТАМЕНТА ПОЛИЦИИ КОСТАНАЙСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ КАЗАХСТАН""","КОСТАНАЙСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",980840001405,970741000566
1743,1,26.01.2016 16:37,78214,"Абонентное обслуживание Базы данных ""закон""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ МАСЛИХАТА РАЙОНА МАГЖАНА ЖУМАБАЕВА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",010440002252,990540004034
1744,1,20.01.2016 17:18,70000,услуги по переподготовке государственных служащих,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АКИМАТА РАЙОНА ИМЕНИ ГАБИТА МУСРЕПОВА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПЕРЕПОДГОТОВКИ И ПОВЫШЕНИЯ КВАЛИФИКАЦИИ ГОСУДАРСТВЕННЫХ СЛУЖАЩИХ ПО СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ"" АГЕНТСТВА РЕСПУБЛИКИ КАЗАХСТАН ПО ДЕЛАМ ГОСУДАРСТВЕННОЙ СЛУЖБЫ И ПРОТИВОДЕЙСТВИЮ КОРРУПЦИИ",050140006625,051240005792
1745,700-10,29.01.2016 14:10,1040000,Коммуналдық қызметке ақы төлеу (электр қуатына),"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР СОЦИАЛЬНОЙ АДАПТАЦИИ И РЕАБИЛИТАЦИИ ЛИЦ, ОСВОБОЖДЕННЫХ ИЗ УЧЕРЕЖДЕНИЙ УГОЛОВНО-ИСПОЛНИТЕЛЬНОЙ СИСТЕМЫ, А ТАКЖЕ СОСТОЯЩИХ НА УЧЕТЕ СЛУЖБЫ ПРОБАЦИИ"" АКИМАТА ГОРАДА ШЫМКЕНТ.","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОПОТОК""",111240010752,030740003094
1747,03-16-ОДТ,19.01.2016 17:40,210000,1:С Бухгалтерия бағдарламасын қолдану бойынша кеңес беру қызметтері,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АЛМАТЫЭКОЛОГОСТРОЙ"" УПРАВЛЕНИЯ ПРИРОДНЫХ РЕСУРСОВ И РЕГУЛИРОВАНИЯ ПРИРОДОПОЛЬЗОВАНИЯ ГОРОДА АЛМАТЫ","ИП ""ФЕДОРЧЕНКО А.П.""",941240001042,550215302108
1749,1,18.01.2016 16:28,213003,Продукты питания ,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""СУЗАКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ОБЩЕСТВЕННОГО ЗДОРОВЬЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ НҰРЛЫ-ЖОЛ""",091040005910,100140010398
